idtabla,fechaventa,agente,supervisor,SUCURSAL,REGION,paquete_vendido,id_paquete,precio,TipoServicio,fecha
251833,2026-01-12 09:10:07,5395,5590,Saltillo,NORTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251834,2026-01-12 09:10:07,5826,5590,Saltillo,NORTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251835,2026-01-12 09:11:14,6172,5468,Saltillo,NORTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251836,2026-01-12 09:11:14,5468,5468,Saltillo,NORTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251837,2026-01-12 09:14:11,6182,5590,Tlalnepantla,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251838,2026-01-12 09:14:11,5529,5529,Tlalnepantla,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251839,2026-01-12 09:15:03,6189,5590,Saltillo,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251840,2026-01-12 09:17:09,5765,5590,Saltillo,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251841,2026-01-12 09:17:09,5590,5590,Saltillo,NORTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251842,2026-01-12 09:20:47,6019,5468,Cd. Tepic,OCCIDENTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251843,2026-01-12 09:20:47,5468,5468,Cd. Tepic,OCCIDENTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251844,2026-01-12 09:23:38,5954,5720,Cd. Tenancingo,CENTRO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251845,2026-01-12 09:23:38,5954,5720,Cd. Tenancingo,CENTRO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251846,2026-01-12 09:25:08,6177,5468,Merida,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251847,2026-01-12 09:25:08,4125,3942,Merida,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251848,2026-01-12 09:25:22,6108,5380,Metepec,CENTRO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251849,2026-01-12 09:25:22,5695,5380,Metepec,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251850,2026-01-12 09:25:33,6017,5529,Saltillo,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251851,2026-01-12 09:25:33,5529,5529,Saltillo,NORTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251852,2026-01-12 09:25:44,6044,5720,Saltillo,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251853,2026-01-12 09:30:06,6115,5380,Cancún,PENINSULA,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251854,2026-01-12 09:30:06,5695,5380,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251855,2026-01-12 09:32:17,5246,3942,Metepec,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251856,2026-01-12 09:32:17,3942,3942,Metepec,CENTRO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251857,2026-01-12 09:33:11,5395,5590,Cancún,PENINSULA,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251858,2026-01-12 09:33:11,5704,5590,Cancún,PENINSULA,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251859,2026-01-12 09:33:43,6017,5529,Saltillo,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251860,2026-01-12 09:33:43,5532,5529,Saltillo,NORTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251861,2026-01-12 09:35:40,5481,5468,Merida,PENINSULA,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251862,2026-01-12 09:35:40,5468,5468,Merida,PENINSULA,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251863,2026-01-12 09:38:08,5807,5468,Merida,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251864,2026-01-12 09:38:08,5807,5468,Merida,PENINSULA,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251865,2026-01-12 09:38:08,4125,3942,Merida,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251866,2026-01-12 09:39:54,5863,3942,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251867,2026-01-12 09:39:54,5863,3942,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251868,2026-01-12 09:40:30,6150,3942,Zacatelco,SURESTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251869,2026-01-12 09:40:30,6150,3942,Zacatelco,SURESTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251870,2026-01-12 09:43:03,5954,5720,Tapachula,SURESTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251871,2026-01-12 09:43:03,5954,5720,Tapachula,SURESTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251872,2026-01-12 09:43:03,5954,5720,Tapachula,SURESTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251873,2026-01-12 09:44:44,6013,5720,Moroleon,TCO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251874,2026-01-12 09:44:44,5720,5720,Moroleon,TCO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251875,2026-01-12 09:45:21,5962,5380,Tarimbaro,TCO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251876,2026-01-12 09:45:21,5380,5380,Tarimbaro,TCO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251877,2026-01-12 09:45:37,3427,5529,Tepalcingo,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251878,2026-01-12 09:45:37,3427,5529,Tepalcingo,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251879,2026-01-12 09:45:44,5399,3942,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251880,2026-01-12 09:45:44,5399,3942,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251881,2026-01-12 09:45:44,5399,3942,Cancún,PENINSULA,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251882,2026-01-12 09:49:29,5420,5380,Juventino,TCO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251883,2026-01-12 09:49:29,5380,5380,Juventino,TCO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251884,2026-01-12 09:50:33,5960,5380,Cd. Morelia,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251885,2026-01-12 09:50:33,5695,5380,Cd. Morelia,TCO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251886,2026-01-12 09:52:17,5910,5529,Valle de Bravo,CENTRO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251887,2026-01-12 09:52:17,5805,5529,Valle de Bravo,CENTRO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251888,2026-01-12 09:59:05,5979,5529,Alvarado,GOLFO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251889,2026-01-12 09:59:05,5529,5529,Alvarado,GOLFO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251890,2026-01-12 09:59:05,5979,5529,Alvarado,GOLFO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251891,2026-01-12 10:01:21,6202,5572,Moroleon,TCO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251892,2026-01-12 10:01:21,5572,5572,Moroleon,TCO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251893,2026-01-12 10:06:34,5765,5590,Uriangato,TCO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251894,2026-01-12 10:06:34,5590,5590,Uriangato,TCO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251895,2026-01-12 10:06:34,5590,5590,Uriangato,TCO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251896,2026-01-12 10:09:50,5893,5529,Merida,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251897,2026-01-12 10:09:50,5532,5529,Merida,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251898,2026-01-12 10:12:17,5767,5529,Apizaco,SURESTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251899,2026-01-12 10:12:17,5767,5529,Apizaco,SURESTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251900,2026-01-12 10:14:20,5785,3942,Moroleon,TCO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251901,2026-01-12 10:14:20,5246,3942,Moroleon,TCO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251902,2026-01-12 10:15:02,5965,5380,Uriangato,TCO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251903,2026-01-12 10:15:02,5380,5380,Uriangato,TCO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251904,2026-01-12 10:16:04,6018,5529,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251905,2026-01-12 10:16:04,5529,5529,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251906,2026-01-12 10:18:30,6131,3942,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251907,2026-01-12 10:18:30,5860,5468,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251910,2026-01-12 10:24:48,5893,5529,Oaxaca,SURESTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251911,2026-01-12 10:24:48,5532,5529,Oaxaca,SURESTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251912,2026-01-12 10:24:49,5882,3942,San Rafael,GOLFO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251913,2026-01-12 10:24:49,4125,3942,San Rafael,GOLFO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251914,2026-01-12 10:39:06,6121,5468,Cd. Zihuatanejo,OCCIDENTE,DISNEY+ ESTANDAR 249,111,249.0,DISNEY,2026-01-12
251915,2026-01-12 10:39:06,5860,5468,Cd. Zihuatanejo,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251916,2026-01-12 10:40:43,5965,5380,Tapachula,SURESTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251917,2026-01-12 10:40:45,4994,4994,Merida,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251918,2026-01-12 10:40:45,4994,4994,Merida,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251919,2026-01-12 10:44:02,6050,5720,Cancún,PENINSULA,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251920,2026-01-12 10:45:59,5481,5468,Axochiapan,CENTRO,NETFLIX PREMIUM 329 329,95,329.0,NETFLIX,2026-01-12
251921,2026-01-12 10:45:59,5468,5468,Axochiapan,CENTRO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251922,2026-01-12 10:50:14,6018,5529,Cd. Tenancingo,CENTRO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251923,2026-01-12 10:50:14,5805,5529,Cd. Tenancingo,CENTRO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251924,2026-01-12 10:52:03,5954,5720,Merida,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251925,2026-01-12 10:52:03,5720,5720,Merida,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251926,2026-01-12 10:52:07,6131,3942,Matias Romero,SURESTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251927,2026-01-12 10:52:07,4125,3942,Matias Romero,SURESTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251928,2026-01-12 10:52:55,6178,5468,Moroleon,TCO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251929,2026-01-12 10:52:55,5860,5468,Moroleon,TCO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251930,2026-01-12 10:53:54,6192,5380,Campeche,PENINSULA,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251931,2026-01-12 10:53:54,5695,5380,Campeche,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251933,2026-01-12 10:54:41,5399,3942,Tarimbaro,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251934,2026-01-12 10:54:41,5399,3942,Tarimbaro,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251935,2026-01-12 10:55:53,5826,5590,San Jose Iturbide,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251936,2026-01-12 10:55:53,5826,5590,San Jose Iturbide,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251937,2026-01-12 10:55:53,5704,5590,San Jose Iturbide,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251938,2026-01-12 10:56:44,6190,5720,Apizaco,SURESTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251939,2026-01-12 10:56:44,5720,5720,Apizaco,SURESTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251940,2026-01-12 10:57:35,6202,5572,Cd. La Piedad,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251941,2026-01-12 10:58:45,6124,5590,Campeche,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251942,2026-01-12 10:58:45,5826,5590,Campeche,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251943,2026-01-12 10:58:45,5826,5590,Campeche,PENINSULA,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251944,2026-01-12 11:03:32,6017,5529,Tlalnepantla,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251945,2026-01-12 11:03:32,5529,5529,Tlalnepantla,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251946,2026-01-12 11:03:32,5529,5529,Tlalnepantla,CENTRO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251947,2026-01-12 11:08:21,6018,5529,Axochiapan,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251948,2026-01-12 11:08:21,5805,5529,Axochiapan,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251949,2026-01-12 11:13:37,6050,5720,Cd. Toluca,CENTRO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251950,2026-01-12 11:13:37,5720,5720,Cd. Toluca,CENTRO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251951,2026-01-12 11:17:02,5966,5529,Axochiapan,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251952,2026-01-12 11:17:02,5532,5529,Axochiapan,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251953,2026-01-12 11:17:21,6131,3942,Saltillo,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251954,2026-01-12 11:17:21,3942,3942,Saltillo,NORTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251955,2026-01-12 11:18:25,5575,5720,Amozoc,SURESTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251956,2026-01-12 11:18:25,5589,5720,Amozoc,SURESTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251957,2026-01-12 11:18:33,6196,5380,Saltillo,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251958,2026-01-12 11:18:33,5695,5380,Saltillo,NORTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251959,2026-01-12 11:19:24,5965,5380,Amozoc,SURESTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251960,2026-01-12 11:19:24,5965,5380,Amozoc,SURESTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251961,2026-01-12 11:22:10,6171,5468,Tepalcingo,CENTRO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251962,2026-01-12 11:22:10,5468,5468,Tepalcingo,CENTRO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251963,2026-01-12 11:23:58,5785,3942,Villahermosa,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251964,2026-01-12 11:23:58,3942,3942,Villahermosa,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251965,2026-01-12 11:24:22,5943,5590,Ziracuaretiro,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251966,2026-01-12 11:24:22,5590,5590,Ziracuaretiro,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251967,2026-01-12 11:24:49,5882,3942,Cd. Tenancingo,CENTRO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251968,2026-01-12 11:26:35,5860,5468,Acapulco,CENTRO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251969,2026-01-12 11:26:35,5720,5720,Acapulco,CENTRO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251970,2026-01-12 11:30:33,6172,5468,Tlalnepantla,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251971,2026-01-12 11:30:33,6172,5468,Tlalnepantla,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251972,2026-01-12 11:33:42,5872,5720,Valle de Bravo,CENTRO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251973,2026-01-12 11:33:42,5720,5720,Valle de Bravo,CENTRO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251974,2026-01-12 11:33:57,5893,5529,Ocozocoautla,SURESTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251975,2026-01-12 11:33:57,5529,5529,Ocozocoautla,SURESTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251976,2026-01-12 11:35:18,6162,3942,Saltillo,NORTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251977,2026-01-12 11:35:18,4125,3942,Saltillo,NORTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251978,2026-01-12 11:36:03,5130,5468,Tenosique,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251979,2026-01-12 11:36:03,5130,5468,Tenosique,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251980,2026-01-12 11:40:24,6196,5380,San Martin Texmelucan,SURESTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251981,2026-01-12 11:40:24,5695,5380,San Martin Texmelucan,SURESTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251984,2026-01-12 11:43:16,6170,5468,Villahermosa,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251985,2026-01-12 11:43:16,6170,5468,Villahermosa,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251986,2026-01-12 11:45:20,5960,5380,Merida,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251987,2026-01-12 11:45:21,5960,5380,Merida,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251988,2026-01-12 11:46:51,6190,5720,Tlalnepantla,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251989,2026-01-12 11:46:51,5589,5720,Tlalnepantla,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251990,2026-01-12 11:48:47,6013,5720,Cd. Tepic,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251991,2026-01-12 11:48:47,5589,5720,Cd. Tepic,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251992,2026-01-12 11:49:04,5672,5590,Cd. Tenancingo,CENTRO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251993,2026-01-12 11:50:08,5807,5468,Tlalnepantla,CENTRO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
251994,2026-01-12 11:50:08,5807,5468,Tlalnepantla,CENTRO,PLAN AT&T 200 200,106,200.0,MEGAMOVIL,2026-01-12
251995,2026-01-12 11:50:08,5468,5468,Tlalnepantla,CENTRO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
251996,2026-01-12 11:53:14,5246,3942,Metepec,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
251997,2026-01-12 11:53:22,5962,5380,Escuintla,SURESTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251998,2026-01-12 11:53:22,5962,5380,Escuintla,SURESTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
251999,2026-01-12 11:55:42,5767,5529,Villahermosa,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
252000,2026-01-12 11:55:42,5805,5529,Villahermosa,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
252001,2026-01-12 11:55:58,5817,5380,Valle de Bravo,CENTRO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
252002,2026-01-12 11:55:58,5817,5380,Valle de Bravo,CENTRO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
252003,2026-01-12 11:57:47,6190,5720,Tlalnepantla,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252004,2026-01-12 11:57:47,5575,5720,Tlalnepantla,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252005,2026-01-12 11:58:19,6201,5572,Saltillo,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
252006,2026-01-12 12:03:26,5860,5468,Tepalcingo,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252007,2026-01-12 12:03:26,5468,5468,Tepalcingo,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252008,2026-01-12 12:06:13,5960,5380,Saltillo,NORTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252009,2026-01-12 12:06:13,5960,5380,Saltillo,NORTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252010,2026-01-12 12:06:13,5960,5380,Saltillo,NORTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
252011,2026-01-12 12:09:07,6162,3942,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252012,2026-01-12 12:09:07,6162,3942,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252013,2026-01-12 12:09:07,3942,3942,Cancún,PENINSULA,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
252014,2026-01-12 12:10:35,6190,5720,Merida,PENINSULA,DISNEY+ ESTANDAR 249,111,249.0,DISNEY,2026-01-12
252015,2026-01-12 12:10:35,5575,5720,Merida,PENINSULA,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
252016,2026-01-12 12:12:11,6050,5720,Campeche,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
252017,2026-01-12 12:12:11,5720,5720,Campeche,PENINSULA,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2026-01-12
252018,2026-01-12 12:12:29,6173,5468,San Martin Texmelucan,SURESTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
252019,2026-01-12 12:14:48,6108,5380,Saltillo,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
252020,2026-01-12 12:14:48,5380,5380,Saltillo,NORTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
252021,2026-01-12 12:15:29,6017,5529,Saltillo,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-01-12
252022,2026-01-12 12:15:29,5529,5529,Saltillo,NORTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2026-01-12
252023,2026-01-12 12:15:34,5602,5529,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252024,2026-01-12 12:15:34,5602,5529,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252025,2026-01-12 12:15:34,5532,5529,Cancún,PENINSULA,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252026,2026-01-12 12:15:39,6182,5590,Acapulco,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252027,2026-01-12 12:15:39,6182,5590,Acapulco,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252028,2026-01-12 12:15:39,6182,5590,Acapulco,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252029,2026-01-12 12:18:24,5826,5590,Acapulco,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252030,2026-01-12 12:18:24,5590,5590,Acapulco,CENTRO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252031,2026-01-12 12:20:31,5978,5529,Saltillo,NORTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
252032,2026-01-12 12:20:31,5978,5529,Saltillo,NORTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2026-01-12
